Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
Apartamento;Lagoa;4;4;4;400;30000.0;4200.0;1200.0;75.0;Apartamento
Apartamento;Barra da Tijuca;4;3;3;243;14000.0;3500.0;15000.0;57.61;Apartamento
Apartamento;Leblon;4;3;1;178;15000.0;3000.0;0.0;84.27;Apartamento
Apartamento;Barra da Tijuca;4;6;4;266;14000.0;2400.0;800.0;52.63;Apartamento
Apartamento;Ipanema;4;3;2;410;25000.0;6750.0;0.0;60.98;Apartamento
Apartamento;Ipanema;4;2;1;250;24000.0;3500.0;0.0;96.0;Apartamento
Apartamento;Flamengo;4;0;0;430;13000.0;3100.0;835.0;30.23;Apartamento
Apartamento;Leme;3;1;1;336;12000.0;3200.0;0.0;35.71;Apartamento
Apartamento;Leblon;4;1;2;295;19000.0;4000.0;1168.0;64.41;Apartamento
Apartamento;Ipanema;4;3;4;200;25000.0;4710.0;1000.0;125.0;Apartamento
Apartamento;Península;4;5;4;542;38000.0;4357.0;0.0;70.11;Apartamento
Apartamento;Barra da Tijuca;4;4;4;392;25000.0;7000.0;32000.0;63.78;Apartamento
Apartamento;Barra da Tijuca;4;4;4;229;17000.0;5600.0;1800.0;74.24;Apartamento
Casa;Santa Teresa;6;10;5;1000;25000.0;0.0;706.0;25.0;Casa
Apartamento;Leblon;4;3;1;200;15000.0;3259.0;618.0;75.0;Apartamento
Apartamento;Barra da Tijuca;2;1;2;100;11000.0;6000.0;0.0;110.0;Apartamento
Apartamento;Ipanema;4;3;4;500;38000.0;9500.0;2166.0;76.0;Apartamento
Apartamento;Leblon;4;2;2;340;25000.0;3600.0;0.0;73.53;Apartamento
Quitinete;Ipanema;1;0;1;30;6500.0;0.0;0.0;216.67;Apartamento
Apartamento;Ipanema;4;2;2;210;15000.0;5000.0;840.0;71.43;Apartamento
Apartamento;Leblon;4;4;3;350;15000.0;3850.0;1600.0;42.86;Apartamento
Apartamento;Lagoa;4;4;3;265;16000.0;4200.0;1400.0;60.38;Apartamento
Apartamento;Barra da Tijuca;7;4;6;840;20000.0;4046.0;0.0;23.81;Apartamento
Apartamento;Barra da Tijuca;4;3;3;220;10000.0;4000.0;0.0;45.45;Apartamento
Apartamento;Ipanema;3;1;1;160;10000.0;1400.0;464.0;62.5;Apartamento
Quitinete;Leblon;1;0;0;30;2800.0;715.0;0.0;93.33;Apartamento
Apartamento;Barra da Tijuca;5;3;3;230;14000.0;2300.0;400.0;60.87;Apartamento
Apartamento;Leblon;4;2;4;210;29999.0;4000.0;1000.0;142.85;Apartamento
Apartamento;Ipanema;2;0;0;140;10000.0;4000.0;0.0;71.43;Apartamento
Apartamento;Leblon;4;3;1;180;12000.0;2300.0;600.0;66.67;Apartamento
Apartamento;Lagoa;3;3;3;227;19000.0;3675.0;980.0;83.7;Apartamento
Apartamento;Leblon;4;2;1;210;10000.0;1780.0;410.0;47.62;Apartamento
Apartamento;Barra da Tijuca;5;4;5;1147;24000.0;6300.0;0.0;20.92;Apartamento
Apartamento;Copacabana;4;2;2;354;11800.0;4133.0;0.0;33.33;Apartamento
Apartamento;Barra da Tijuca;7;4;2;560;15000.0;1550.0;2356.0;26.79;Apartamento
Apartamento;Leblon;3;0;3;135;12500.0;2500.0;0.0;92.59;Apartamento
Casa de Condomínio;Barra da Tijuca;5;6;5;1300;34009.0;0.0;0.0;26.16;Casa
Apartamento;Botafogo;4;2;2;693;15000.0;4083.0;1800.0;21.65;Apartamento
Apartamento;Leblon;4;3;1;220;12000.0;5077.0;750.0;54.55;Apartamento
Apartamento;Ipanema;4;3;2;488;19250.0;6454.0;0.0;39.45;Apartamento
Apartamento;Ipanema;2;1;0;70;10900.0;3500.0;1500.0;155.71;Apartamento
Apartamento;Leblon;4;2;2;150;13500.0;2471.0;702.0;90.0;Apartamento
Apartamento;Leblon;4;2;1;190;13000.0;1598.0;0.0;68.42;Apartamento
Apartamento;Copacabana;4;4;2;270;17000.0;2304.0;1276.0;62.96;Apartamento
Apartamento;Lagoa;3;0;2;280;12000.0;2400.0;0.0;42.86;Apartamento
Apartamento;Ipanema;4;1;3;250;10000.0;2300.0;1037.0;40.0;Apartamento
Apartamento;Copacabana;2;1;1;230;12000.0;2133.0;840.0;52.17;Apartamento
Apartamento;Barra da Tijuca;4;2;1;350;20000.0;3950.0;1900.0;57.14;Apartamento
Apartamento;Botafogo;6;2;3;330;18000.0;2300.0;1109.0;54.55;Apartamento
Apartamento;Leblon;4;1;1;290;12000.0;4500.0;650.0;41.38;Apartamento
Apartamento;Lagoa;3;3;3;490;16000.0;6838.0;1197.0;32.65;Apartamento
Apartamento;Ipanema;3;1;2;190;16000.0;850.0;0.0;84.21;Apartamento
Apartamento;Jardim Botânico;4;3;3;340;15000.0;3000.0;1416.0;44.12;Apartamento
Apartamento;Barra da Tijuca;5;3;4;307;10000.0;3035.0;711.0;32.57;Apartamento
Apartamento;Ipanema;3;3;3;794;90000.0;9188.0;6024.0;113.35;Apartamento
Casa;Glória;7;2;0;883;40000.0;0.0;1040.0;45.3;Casa
Apartamento;Ipanema;5;2;1;328;15600.0;3350.0;619.0;47.56;Apartamento
Apartamento;Ipanema;2;1;1;85;10000.0;4000.0;614.0;117.65;Apartamento
Apartamento;Lagoa;3;2;2;376;20000.0;4878.0;1383.0;53.19;Apartamento
Apartamento;Leblon;3;1;1;164;10000.0;2600.0;450.0;60.98;Apartamento
Apartamento;Lagoa;4;3;4;380;20000.0;3220.0;1358.0;52.63;Apartamento
Apartamento;Ipanema;2;1;2;83;12000.0;4190.0;511.0;144.58;Apartamento
Apartamento;Ipanema;2;2;2;220;17000.0;1800.0;1400.0;77.27;Apartamento
Apartamento;Ipanema;4;5;4;375;35000.0;7000.0;3500.0;93.33;Apartamento
Apartamento;Lagoa;3;2;1;350;17000.0;1700.0;580.0;48.57;Apartamento
Apartamento;Barra da Tijuca;3;3;2;160;10000.0;2300.0;345.0;62.5;Apartamento
Apartamento;Leblon;4;2;1;172;11500.0;2400.0;584.0;66.86;Apartamento
Apartamento;Copacabana;3;0;2;180;12500.0;1600.0;400.0;69.44;Apartamento
Apartamento;Ipanema;3;1;1;160;20000.0;2100.0;6147.0;125.0;Apartamento
Apartamento;Lagoa;4;2;4;388;20000.0;3000.0;0.0;51.55;Apartamento
Apartamento;Barra da Tijuca;4;3;4;403;160000.0;3714.0;2000.0;397.02;Apartamento
Apartamento;Ipanema;3;0;1;174;12000.0;2010.0;0.0;68.97;Apartamento
Apartamento;Lagoa;3;2;1;376;22000.0;4870.0;1237.0;58.51;Apartamento
Apartamento;Copacabana;3;1;2;250;12000.0;1020.0;0.0;48.0;Apartamento
Casa;Jardim Botânico;7;6;4;845;35000.0;0.0;0.0;41.42;Casa
Apartamento;Barra da Tijuca;4;4;3;481;22000.0;7937.0;2235.0;45.74;Apartamento
Apartamento;Península;4;3;4;219;10000.0;3000.0;610.0;45.66;Apartamento
Apartamento;Ipanema;3;3;3;190;15000.0;3686.0;750.0;78.95;Apartamento
Apartamento;Barra da Tijuca;4;3;4;233;10000.0;3100.0;5500.0;42.92;Apartamento
Apartamento;Leblon;4;2;1;350;10000.0;2200.0;1400.0;28.57;Apartamento
Apartamento;Lagoa;3;3;3;250;14000.0;3910.0;0.0;56.0;Apartamento
Apartamento;Ipanema;3;3;1;219;22000.0;4000.0;0.0;100.46;Apartamento
Apartamento;Barra da Tijuca;4;3;2;261;12000.0;3550.0;1560.0;45.98;Apartamento
Apartamento;Barra da Tijuca;5;4;5;1147;24000.0;7000.0;0.0;20.92;Apartamento
Apartamento;Ipanema;3;2;1;140;16500.0;1530.0;525.0;117.86;Apartamento
Casa de Condomínio;Leblon;6;3;6;1206;55000.0;3200.0;5016.0;45.61;Casa
Apartamento;Flamengo;4;3;1;225;14500.0;2452.0;601.0;64.44;Apartamento
Apartamento;Ipanema;4;2;2;300;16000.0;2100.0;500.0;53.33;Apartamento
Apartamento;Leblon;4;3;4;393;16000.0;4800.0;1800.0;40.71;Apartamento
Apartamento;Ipanema;2;0;2;84;15000.0;4190.0;432.0;178.57;Apartamento
Apartamento;Copacabana;4;2;4;350;25000.0;2000.0;400.0;71.43;Apartamento
Apartamento;Jardim Botânico;3;0;1;360;17000.0;1700.0;1200.0;47.22;Apartamento
Apartamento;Ipanema;2;1;1;85;10000.0;3900.0;300.0;117.65;Apartamento
Apartamento;Flamengo;3;2;1;440;15000.0;4400.0;1300.0;34.09;Apartamento
Apartamento;Barra da Tijuca;3;3;3;197;10000.0;2262.0;410.0;50.76;Apartamento
Apartamento;Barra da Tijuca;5;4;5;435;20000.0;4580.0;11000.0;45.98;Apartamento
Apartamento;Ipanema;4;2;1;170;13000.0;3300.0;700.0;76.47;Apartamento
Apartamento;Ipanema;4;2;3;203;12000.0;1650.0;538.0;59.11;Apartamento
Apartamento;Leblon;4;2;1;178;15000.0;2541.0;696.0;84.27;Apartamento
Apartamento;Lagoa;3;2;1;200;10000.0;1479.0;800.0;50.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;366;12800.0;3157.0;0.0;34.97;Apartamento
Apartamento;Leblon;3;4;3;451;17000.0;4200.0;1717.0;37.69;Apartamento
Apartamento;Copacabana;4;2;2;389;13640.0;4829.0;1154.0;35.06;Apartamento
Apartamento;Leblon;2;1;1;90;10500.0;23511.0;352.0;116.67;Apartamento
Apartamento;Leblon;3;2;1;200;16000.0;4200.0;850.0;80.0;Apartamento
Apartamento;Leblon;4;3;2;280;10000.0;3315.0;770.0;35.71;Apartamento
Apartamento;Lagoa;3;3;1;225;12000.0;3756.0;977.0;53.33;Apartamento
Apartamento;Ipanema;3;1;2;150;15000.0;1400.0;600.0;100.0;Apartamento
