Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
Apartamento;Copacabana;4;3;1;243;13000.0;2000.0;803.0;53.5;Apartamento
Apartamento;Copacabana;3;1;2;378;10000.0;2150.0;700.0;26.46;Apartamento
Apartamento;Península;4;3;4;267;18000.0;3100.0;400.0;67.42;Apartamento
Casa;São Conrado;4;2;4;730;28000.0;2000.0;12000.0;38.36;Casa
Apartamento;Barra da Tijuca;4;4;4;240;12700.0;4400.0;1440.0;52.92;Apartamento
Apartamento;Lagoa;3;1;2;250;13900.0;2500.0;0.0;55.6;Apartamento
Apartamento;Ipanema;3;1;1;150;25000.0;1616.0;4255.0;166.67;Apartamento
Apartamento;Ipanema;2;0;2;52;10000.0;3689.0;393.0;192.31;Apartamento
Apartamento;Leblon;4;4;4;380;40000.0;4700.0;1500.0;105.26;Apartamento
Apartamento;Ipanema;4;6;1;700;65000.0;8860.0;5699.0;92.86;Apartamento
Apartamento;Copacabana;3;1;1;500;15000.0;2580.0;366.0;30.0;Apartamento
Apartamento;Ipanema;3;3;1;220;22000.0;4000.0;1200.0;100.0;Apartamento
Apartamento;Barra da Tijuca;4;4;4;392;30000.0;7000.0;3000.0;76.53;Apartamento
Apartamento;Ipanema;3;2;1;200;15000.0;1500.0;572.0;75.0;Apartamento
Apartamento;Copacabana;4;1;2;210;13000.0;2200.0;650.0;61.9;Apartamento
Apartamento;São Conrado;4;4;4;510;25000.0;6600.0;0.0;49.02;Apartamento
Apartamento;Leblon;4;2;2;250;17500.0;4990.0;620.0;70.0;Apartamento
Apartamento;Copacabana;4;2;2;436;17000.0;3900.0;1000.0;38.99;Apartamento
Apartamento;Ipanema;4;1;1;170;12000.0;1210.0;4222.0;70.59;Apartamento
Apartamento;Leblon;4;2;2;200;11000.0;2900.0;580.0;55.0;Apartamento
Apartamento;Ipanema;4;1;2;250;12000.0;2300.0;1050.0;48.0;Apartamento
Apartamento;Laranjeiras;5;3;2;713;30000.0;3800.0;0.0;42.08;Apartamento
Apartamento;São Conrado;5;2;3;400;13000.0;4165.0;689.0;32.5;Apartamento
Apartamento;Ipanema;4;3;3;433;37000.0;9800.0;0.0;85.45;Apartamento
Apartamento;Copacabana;4;2;2;240;10000.0;2000.0;700.0;41.67;Apartamento
Apartamento;Barra da Tijuca;3;2;2;137;12500.0;1850.0;271.0;91.24;Apartamento
Apartamento;São Conrado;4;3;4;600;23000.0;16864.0;3910.0;38.33;Apartamento
Apartamento;Leblon;4;3;4;260;13500.0;3100.0;0.0;51.92;Apartamento
Apartamento;Lagoa;4;3;1;180;11000.0;2530.0;812.0;61.11;Apartamento
Apartamento;Leblon;4;2;2;207;15500.0;6000.0;934.0;74.88;Apartamento
Apartamento;Barra da Tijuca;4;4;4;518;38000.0;5004.0;1747.0;73.36;Apartamento
Apartamento;Barra da Tijuca;4;3;4;304;13000.0;3800.0;1350.0;42.76;Apartamento
Casa;São Conrado;4;0;4;1200;25000.0;0.0;0.0;20.83;Casa
Apartamento;Ipanema;4;1;3;250;12000.0;2300.0;1037.0;48.0;Apartamento
Apartamento;Ipanema;4;3;4;480;39000.0;9400.0;0.0;81.25;Apartamento
Apartamento;Flamengo;4;2;2;423;12000.0;3795.0;1253.0;28.37;Apartamento
Apartamento;Barra da Tijuca;3;2;2;480;15000.0;2750.0;650.0;31.25;Apartamento
Quitinete;Copacabana;1;0;0;30;2600.0;500.0;0.0;86.67;Apartamento
Quitinete;Copacabana;1;0;0;30;3200.0;400.0;50.0;106.67;Apartamento
Apartamento;Lagoa;3;3;1;250;11000.0;3500.0;889.0;44.0;Apartamento
Apartamento;Leblon;4;3;4;300;30000.0;4273.0;1557.0;100.0;Apartamento
Apartamento;Leblon;4;2;2;205;15000.0;6000.0;772.0;73.17;Apartamento
Apartamento;Barra da Tijuca;4;4;4;330;20000.0;1800.0;10500.0;60.61;Apartamento
Apartamento;Ipanema;3;3;3;310;16000.0;3000.0;1100.0;51.61;Apartamento
Apartamento;Leblon;4;2;2;300;28000.0;3480.0;0.0;93.33;Apartamento
Apartamento;Leblon;4;2;1;200;11500.0;3055.0;500.0;57.5;Apartamento
Casa;Barra da Tijuca;6;4;6;540;25000.0;2333.0;2900.0;46.3;Casa
Apartamento;Barra da Tijuca;4;3;4;292;16000.0;5000.0;1500.0;54.79;Apartamento
Apartamento;Leblon;4;2;2;240;17900.0;5000.0;1000.0;74.58;Apartamento
Apartamento;Laranjeiras;4;2;1;350;10000.0;3000.0;403.0;28.57;Apartamento
Apartamento;Urca;3;1;1;220;16000.0;2757.0;544.0;72.73;Apartamento
Casa;Jardim Botânico;4;2;4;387;25000.0;270.0;6661.0;64.6;Casa
Apartamento;Copacabana;4;1;2;270;13500.0;2800.0;0.0;50.0;Apartamento
Apartamento;Leme;4;0;1;350;10000.0;2700.0;6500.0;28.57;Apartamento
Apartamento;Barra da Tijuca;4;3;2;398;16000.0;2600.0;11000.0;40.2;Apartamento
Apartamento;Barra da Tijuca;2;1;2;100;10000.0;5155.0;502.0;100.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;245;11000.0;3000.0;544.0;44.9;Apartamento
Apartamento;São Conrado;4;4;2;460;10000.0;5600.0;500.0;21.74;Apartamento
Apartamento;Flamengo;4;0;1;648;18000.0;3540.0;2187.0;27.78;Apartamento
Apartamento;Ipanema;3;3;2;270;16000.0;3100.0;7813.0;59.26;Apartamento
Apartamento;Leblon;3;2;2;262;20000.0;2579.0;1351.0;76.34;Apartamento
Apartamento;Ipanema;3;2;1;160;10000.0;1800.0;764.0;62.5;Apartamento
Apartamento;Barra da Tijuca;4;4;4;279;24000.0;5268.0;1397.0;86.02;Apartamento
Apartamento;Leblon;3;2;1;170;12000.0;1900.0;280.0;70.59;Apartamento
Apartamento;Ipanema;5;2;2;380;12000.0;3800.0;1600.0;31.58;Apartamento
Apartamento;São Conrado;4;4;4;400;15000.0;5934.0;3182.0;37.5;Apartamento
Apartamento;Barra da Tijuca;4;3;4;333;12000.0;4400.0;1200.0;36.04;Apartamento
Apartamento;São Conrado;5;2;3;401;12900.0;3781.0;7300.0;32.17;Apartamento
Apartamento;Copacabana;4;2;1;365;13000.0;2800.0;1491.0;35.62;Apartamento
Apartamento;Flamengo;4;1;2;360;12000.0;2500.0;650.0;33.33;Apartamento
Apartamento;Ipanema;4;3;3;450;35000.0;5000.0;0.0;77.78;Apartamento
Apartamento;Barra da Tijuca;2;2;2;150;10000.0;3500.0;4000.0;66.67;Apartamento
Apartamento;Ipanema;5;1;4;424;25000.0;3200.0;4624.0;58.96;Apartamento
Apartamento;Lagoa;4;3;4;250;14000.0;4330.0;1200.0;56.0;Apartamento
Apartamento;Ipanema;4;3;3;480;37000.0;9700.0;2166.0;77.08;Apartamento
Apartamento;Ipanema;3;1;1;250;10000.0;2400.0;1000.0;40.0;Apartamento
Casa de Vila;Botafogo;4;2;1;210;8000.0;378.0;270.0;38.1;Casa
Apartamento;Copacabana;4;2;3;550;20000.0;4000.0;10000.0;36.36;Apartamento
Apartamento;Leblon;3;3;1;209;11000.0;1817.0;0.0;52.63;Apartamento
Apartamento;Leblon;3;4;1;176;17000.0;3582.0;400.0;96.59;Apartamento
Apartamento;Barra da Tijuca;2;3;2;220;12000.0;4200.0;1000.0;54.55;Apartamento
Apartamento;Ipanema;4;0;4;370;24000.0;4000.0;1809.0;64.86;Apartamento
Apartamento;Ipanema;3;1;3;172;12000.0;1450.0;6443.0;69.77;Apartamento
Apartamento;Leblon;4;2;2;140;13000.0;2500.0;700.0;92.86;Apartamento
Apartamento;São Conrado;4;3;3;280;14999.0;3800.0;15000.0;53.57;Apartamento
Apartamento;Copacabana;4;1;1;390;18000.0;4000.0;600.0;46.15;Apartamento
Apartamento;Leblon;2;1;2;130;11000.0;2600.0;6296.0;84.62;Apartamento
Apartamento;Copacabana;4;2;3;354;11800.0;4829.0;1153.0;33.33;Apartamento
Apartamento;Leblon;4;2;3;400;20000.0;4250.0;1100.0;50.0;Apartamento
Apartamento;Ipanema;4;4;1;400;10000.0;3500.0;726.0;25.0;Apartamento
Apartamento;Flamengo;3;2;3;326;25000.0;3000.0;0.0;76.69;Apartamento
Apartamento;Leblon;3;2;2;250;17000.0;5000.0;1010.0;68.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;240;16500.0;2400.0;450.0;68.75;Apartamento
Apartamento;Ipanema;2;1;2;120;15000.0;1040.0;300.0;125.0;Apartamento
Apartamento;Leblon;1;0;1;135;10000.0;1900.0;500.0;74.07;Apartamento
Quitinete;Ipanema;1;0;0;45;3650.0;600.0;0.0;81.11;Apartamento
Apartamento;Barra da Tijuca;4;4;4;333;12500.0;4300.0;1000.0;37.54;Apartamento
Apartamento;Lagoa;4;4;4;354;25000.0;4436.0;2088.0;70.62;Apartamento
Casa;Jardim Botânico;4;5;4;845;35000.0;0.0;0.0;41.42;Casa
Apartamento;Lagoa;3;3;1;210;14900.0;3000.0;0.0;70.95;Apartamento
Apartamento;Ipanema;3;1;1;151;10000.0;2250.0;513.0;66.23;Apartamento
Apartamento;Barra da Tijuca;4;3;3;290;14000.0;3950.0;770.0;48.28;Apartamento
Apartamento;Ipanema;3;1;1;116;10000.0;1700.0;430.0;86.21;Apartamento
Apartamento;Barra da Tijuca;4;4;4;466;16000.0;4000.0;12000.0;34.33;Apartamento
Apartamento;Leblon;2;2;2;234;10000.0;3250.0;650.0;42.74;Apartamento
Apartamento;São Conrado;4;3;2;280;11999.0;2800.0;1200.0;42.85;Apartamento
Apartamento;Leblon;3;2;3;360;30000.0;3300.0;1000.0;83.33;Apartamento
Apartamento;Ipanema;4;3;2;280;10000.0;4800.0;0.0;35.71;Apartamento
Apartamento;Barra da Tijuca;3;4;3;336;18000.0;4242.0;1011.0;53.57;Apartamento
Apartamento;Leblon;4;2;3;202;18000.0;3737.0;0.0;89.11;Apartamento
Apartamento;Copacabana;3;0;1;270;10000.0;2350.0;650.0;37.04;Apartamento
Apartamento;Ipanema;4;2;1;160;16000.0;3500.0;800.0;100.0;Apartamento
Apartamento;Ipanema;4;3;4;310;31000.0;6070.0;0.0;100.0;Apartamento
Apartamento;Ipanema;4;3;1;600;42000.0;6500.0;180.0;70.0;Apartamento
Apartamento;Jardim Oceânico;4;3;2;400;15000.0;2200.0;1400.0;37.5;Apartamento
Apartamento;Leme;3;1;1;336;12000.0;2800.0;0.0;35.71;Apartamento
Apartamento;Leblon;4;3;3;509;25000.0;4819.0;2341.0;49.12;Apartamento
Apartamento;Barra da Tijuca;4;4;4;230;18000.0;5000.0;2000.0;78.26;Apartamento
Apartamento;Ipanema;3;3;2;260;18000.0;2670.0;900.0;69.23;Apartamento
Apartamento;São Conrado;4;3;1;358;12000.0;10900.0;2200.0;33.52;Apartamento
Apartamento;Leme;4;4;2;280;18000.0;2565.0;1024.0;64.29;Apartamento
Apartamento;Ipanema;4;2;0;240;15000.0;5000.0;752.0;62.5;Apartamento
Apartamento;Ipanema;4;0;3;245;13000.0;2200.0;730.0;53.06;Apartamento
Apartamento;Leblon;2;2;2;175;15000.0;5000.0;550.0;85.71;Apartamento
Apartamento;Leblon;3;3;2;280;24000.0;4955.0;1180.0;85.71;Apartamento
Apartamento;Leblon;3;1;0;201;14000.0;6000.0;0.0;69.65;Apartamento
Casa de Condomínio;Barra da Tijuca;5;8;5;1150;60000.0;2000.0;1700.0;52.17;Casa
Apartamento;Ipanema;4;3;4;320;29500.0;5700.0;1500.0;92.19;Apartamento
Apartamento;Copacabana;4;2;2;354;12400.0;3825.0;1379.0;35.03;Apartamento
Apartamento;Lagoa;4;4;4;400;25000.0;4200.0;1500.0;62.5;Apartamento
Apartamento;Leblon;3;2;1;156;13000.0;2800.0;0.0;83.33;Apartamento
Apartamento;São Conrado;3;2;3;196;11500.0;2606.0;969.0;58.67;Apartamento
Apartamento;Copacabana;4;1;2;220;15000.0;2159.0;616.0;68.18;Apartamento
Apartamento;Urca;3;1;1;220;13000.0;2757.0;544.0;59.09;Apartamento
Apartamento;Copacabana;4;1;1;220;12000.0;1500.0;515.0;54.55;Apartamento
Apartamento;São Conrado;3;3;1;230;10000.0;3612.0;12093.0;43.48;Apartamento
Apartamento;Leblon;3;1;0;140;10000.0;2000.0;500.0;71.43;Apartamento
Apartamento;Leblon;3;3;2;200;10500.0;1710.0;0.0;52.5;Apartamento
Apartamento;Copacabana;2;1;1;156;12000.0;1000.0;250.0;76.92;Apartamento
Apartamento;Barra da Tijuca;4;4;4;290;16000.0;4900.0;1400.0;55.17;Apartamento
Apartamento;Copacabana;4;1;2;210;15900.0;2200.0;0.0;75.71;Apartamento
Apartamento;Ipanema;4;1;1;201;20000.0;4100.0;1000.0;99.5;Apartamento
Quitinete;Copacabana;1;0;0;40;4000.0;460.0;230.0;100.0;Apartamento
Quitinete;Copacabana;1;0;0;35;2500.0;550.0;0.0;71.43;Apartamento
Apartamento;Ipanema;4;2;4;520;22000.0;3630.0;1100.0;42.31;Apartamento
Apartamento;Leblon;4;3;4;256;16000.0;3500.0;600.0;62.5;Apartamento
Apartamento;Ipanema;2;2;2;240;17000.0;2500.0;800.0;70.83;Apartamento
Apartamento;Ipanema;4;2;1;350;16900.0;5000.0;800.0;48.29;Apartamento
Apartamento;São Conrado;4;3;4;530;25000.0;15330.0;0.0;47.17;Apartamento
Apartamento;Ipanema;3;1;1;160;20000.0;2400.0;661.0;125.0;Apartamento
Apartamento;Barra da Tijuca;4;3;1;240;15000.0;5000.0;0.0;62.5;Apartamento
Apartamento;Ipanema;4;3;3;433;26000.0;9500.0;2166.0;60.05;Apartamento
Apartamento;Barra da Tijuca;3;0;1;235;12000.0;4589.0;15506.0;51.06;Apartamento
Apartamento;Flamengo;4;1;3;326;10000.0;2500.0;907.0;30.67;Apartamento
Apartamento;Ipanema;4;1;2;260;15000.0;4600.0;1722.0;57.69;Apartamento
Apartamento;Ipanema;4;1;4;200;20000.0;2400.0;650.0;100.0;Apartamento
Apartamento;Barra da Tijuca;4;3;3;250;13000.0;3400.0;1100.0;52.0;Apartamento
Apartamento;Leblon;4;2;1;170;11000.0;2700.0;570.0;64.71;Apartamento
Apartamento;Lagoa;4;3;2;388;12000.0;6046.0;1239.0;30.93;Apartamento
Apartamento;Barra da Tijuca;4;3;3;266;15000.0;3700.0;692.0;56.39;Apartamento
Apartamento;Barra da Tijuca;5;4;5;352;13000.0;3200.0;0.0;36.93;Apartamento
Apartamento;Barra da Tijuca;3;3;3;266;15000.0;3700.0;692.0;56.39;Apartamento
Apartamento;Ipanema;2;1;1;82;15000.0;4000.0;5918.0;182.93;Apartamento
Apartamento;Copacabana;4;1;3;220;16000.0;1700.0;550.0;72.73;Apartamento
Apartamento;Ipanema;4;3;1;236;13000.0;3000.0;940.0;55.08;Apartamento
Casa de Vila;Recreio dos Bandeirantes;3;2;3;284;4500.0;920.0;359.0;15.85;Casa
Apartamento;Leblon;4;1;4;200;10000.0;1600.0;1198.0;50.0;Apartamento
Quitinete;Copacabana;1;0;0;30;5000.0;600.0;0.0;166.67;Apartamento
Apartamento;Ipanema;3;2;2;190;21500.0;2700.0;700.0;113.16;Apartamento
Apartamento;Barra da Tijuca;5;3;3;320;11000.0;4408.0;1575.0;34.38;Apartamento
Apartamento;Leblon;3;2;3;274;15000.0;5000.0;1700.0;54.74;Apartamento
Apartamento;Copacabana;4;2;2;389;12400.0;3522.0;0.0;31.88;Apartamento
Apartamento;Ipanema;2;1;2;74;10000.0;4042.0;393.0;135.14;Apartamento
Apartamento;Leblon;3;1;1;100;10000.0;1900.0;275.0;100.0;Apartamento
Apartamento;Barra da Tijuca;3;3;3;233;20000.0;3522.0;1293.0;85.84;Apartamento
Apartamento;Ipanema;3;1;2;270;10000.0;2100.0;900.0;37.04;Apartamento
Apartamento;Copacabana;3;2;2;354;13640.0;3825.0;1379.0;38.53;Apartamento
Apartamento;Copacabana;4;1;1;220;15000.0;1300.0;408.0;68.18;Apartamento
Apartamento;Ipanema;2;2;1;130;16500.0;1530.0;52.0;126.92;Apartamento
Apartamento;Flamengo;3;2;3;450;14000.0;4500.0;1500.0;31.11;Apartamento
Apartamento;Leblon;4;2;2;180;17900.0;5000.0;800.0;99.44;Apartamento
Apartamento;Barra da Tijuca;4;3;4;304;12000.0;3724.0;805.0;39.47;Apartamento
Apartamento;Ipanema;3;1;1;112;10000.0;1303.0;220.0;89.29;Apartamento
Apartamento;Barra da Tijuca;4;4;4;235;17000.0;4400.0;1442.0;72.34;Apartamento
Apartamento;Leblon;3;2;1;156;12000.0;2800.0;490.0;76.92;Apartamento
Apartamento;Leblon;4;3;1;220;13900.0;2190.0;0.0;63.18;Apartamento
Apartamento;Lagoa;3;3;1;270;10000.0;4000.0;1000.0;37.04;Apartamento
Apartamento;Ipanema;4;3;2;240;10500.0;3800.0;1043.0;43.75;Apartamento
Apartamento;Ipanema;3;1;1;157;21000.0;3300.0;661.0;133.76;Apartamento
Apartamento;Leblon;4;2;2;150;12490.0;2332.0;560.0;83.27;Apartamento
Apartamento;Copacabana;4;1;1;215;20000.0;2300.0;670.0;93.02;Apartamento
Apartamento;Leblon;3;2;2;200;16000.0;4200.0;720.0;80.0;Apartamento
Apartamento;Barra da Tijuca;5;2;2;540;10000.0;1800.0;1800.0;18.52;Apartamento
Apartamento;Gávea;1;0;0;50;30000.0;2500.0;5000.0;600.0;Apartamento
Casa;Gávea;6;5;6;800;30000.0;1500.0;180.0;37.5;Casa
Apartamento;Copacabana;4;2;3;350;10000.0;1800.0;0.0;28.57;Apartamento
Apartamento;Barra da Tijuca;5;4;5;384;11000.0;5268.0;1124.0;28.65;Apartamento
Apartamento;Ipanema;3;2;1;160;11000.0;3000.0;0.0;68.75;Apartamento
Apartamento;Barra da Tijuca;4;3;4;251;15000.0;3000.0;523.0;59.76;Apartamento
Apartamento;Ipanema;3;3;2;270;18000.0;3000.0;1120.0;66.67;Apartamento
Apartamento;Ipanema;2;1;1;100;13000.0;3685.0;442.0;130.0;Apartamento
Apartamento;Leblon;4;1;1;160;14000.0;2500.0;530.0;87.5;Apartamento
Apartamento;Barra da Tijuca;5;3;5;340;13000.0;3200.0;0.0;38.24;Apartamento
Apartamento;Ipanema;4;6;4;700;65000.0;8860.0;599.0;92.86;Apartamento
Apartamento;Lagoa;4;4;4;400;20500.0;4150.0;0.0;51.25;Apartamento
Apartamento;Ipanema;4;3;4;400;25000.0;4000.0;1000.0;62.5;Apartamento
Apartamento;Ipanema;3;2;2;164;28000.0;2800.0;480.0;170.73;Apartamento
Apartamento;Leblon;4;2;2;180;11000.0;2900.0;739.0;61.11;Apartamento
Apartamento;Barra da Tijuca;4;3;4;340;11000.0;4408.0;0.0;32.35;Apartamento
Apartamento;Barra da Tijuca;5;4;5;368;13000.0;3500.0;10000.0;35.33;Apartamento
Apartamento;Barra da Tijuca;4;5;4;630;12000.0;6271.0;1643.0;19.05;Apartamento
Apartamento;Leblon;4;3;1;168;12900.0;2250.0;0.0;76.79;Apartamento
Apartamento;Copacabana;2;1;1;89;10000.0;3200.0;0.0;112.36;Apartamento
Apartamento;Flamengo;3;2;1;180;10500.0;1500.0;400.0;58.33;Apartamento
Apartamento;Ipanema;5;1;2;242;15000.0;2400.0;1280.0;61.98;Apartamento
Apartamento;Leblon;3;2;1;140;10000.0;1750.0;560.0;71.43;Apartamento
Apartamento;Leblon;4;3;3;324;14000.0;4500.0;782.0;43.21;Apartamento
Apartamento;Ipanema;2;2;2;220;16000.0;1800.0;1300.0;72.73;Apartamento
Apartamento;Leblon;3;2;3;150;10000.0;1700.0;350.0;66.67;Apartamento
Apartamento;Leblon;5;2;2;300;19000.0;3368.0;1668.0;63.33;Apartamento
Apartamento;Ipanema;2;1;2;86;10000.0;3875.0;600.0;116.28;Apartamento
Apartamento;Flamengo;4;1;1;300;15000.0;1250.0;650.0;50.0;Apartamento
Apartamento;Jacarepaguá;4;2;2;178;10000.0;2005.0;2703.0;56.18;Apartamento
Apartamento;Leblon;3;4;1;180;13000.0;3000.0;400.0;72.22;Apartamento
Apartamento;Leblon;4;2;1;200;12000.0;4800.0;601.0;60.0;Apartamento
Apartamento;Ipanema;2;1;1;140;11000.0;1760.0;315.0;78.57;Apartamento
Apartamento;Leblon;4;1;0;223;10000.0;2000.0;5076.0;44.84;Apartamento
Apartamento;São Conrado;4;4;4;470;17999.0;6000.0;4000.0;38.3;Apartamento
Apartamento;Joá;3;2;1;400;15500.0;2500.0;550.0;38.75;Apartamento
Apartamento;Lagoa;4;2;3;157;10500.0;1900.0;550.0;66.88;Apartamento
Apartamento;Barra da Tijuca;4;3;2;180;11500.0;2300.0;663.0;63.89;Apartamento
Apartamento;Copacabana;4;0;0;389;12400.0;3825.0;0.0;31.88;Apartamento
Apartamento;Leme;4;1;2;290;11000.0;2000.0;570.0;37.93;Apartamento
Casa de Vila;Centro;5;0;1;160;5500.0;50.0;680.0;34.38;Casa
Apartamento;Copacabana;4;1;2;242;10000.0;2800.0;400.0;41.32;Apartamento
Apartamento;São Conrado;3;3;3;243;14000.0;3000.0;594.0;57.61;Apartamento
Apartamento;Flamengo;3;1;1;300;13900.0;2700.0;0.0;46.33;Apartamento
Apartamento;Lagoa;3;2;2;376;18000.0;4870.0;0.0;47.87;Apartamento
Apartamento;Copacabana;4;2;2;389;12400.0;3825.0;0.0;31.88;Apartamento
Apartamento;Barra da Tijuca;4;3;2;240;15000.0;2600.0;600.0;62.5;Apartamento
Apartamento;Ipanema;4;1;2;195;12000.0;2000.0;550.0;61.54;Apartamento
Apartamento;Ipanema;3;0;0;195;10000.0;2200.0;645.0;51.28;Apartamento
Apartamento;Barra da Tijuca;3;2;3;132;10900.0;2160.0;820.0;82.58;Apartamento
Apartamento;Flamengo;3;2;1;430;12000.0;2650.0;1254.0;27.91;Apartamento
Apartamento;Barra da Tijuca;4;3;4;292;12000.0;3800.0;8000.0;41.1;Apartamento
Apartamento;Ipanema;2;1;1;86;19000.0;3685.0;442.0;220.93;Apartamento
Apartamento;Barra da Tijuca;4;3;0;219;10999.0;3123.0;6200.0;50.22;Apartamento
Apartamento;Copacabana;3;9;1;280;18000.0;2200.0;5800.0;64.29;Apartamento
Apartamento;Barra da Tijuca;4;3;4;245;10000.0;2900.0;500.0;40.82;Apartamento
Apartamento;Leblon;3;2;3;320;15000.0;4000.0;0.0;46.88;Apartamento
Apartamento;Leblon;4;2;1;169;10500.0;1925.0;875.0;62.13;Apartamento
Apartamento;Leblon;4;2;1;160;10000.0;2000.0;360.0;62.5;Apartamento
Apartamento;Lagoa;3;4;3;380;29000.0;5000.0;1700.0;76.32;Apartamento
Apartamento;Barra da Tijuca;4;4;4;350;15000.0;4500.0;0.0;42.86;Apartamento
Apartamento;Barra da Tijuca;4;3;4;400;30000.0;5800.0;1560.0;75.0;Apartamento
Apartamento;Leblon;3;2;1;300;14500.0;4300.0;894.0;48.33;Apartamento
Apartamento;Barra da Tijuca;4;4;4;400;10000.0;1400.0;0.0;25.0;Apartamento
Apartamento;Barra da Tijuca;4;4;4;230;13000.0;4400.0;1422.0;56.52;Apartamento
Apartamento;Ipanema;4;3;3;550;36800.0;9800.0;0.0;66.91;Apartamento
Apartamento;Leblon;4;2;3;250;25000.0;2800.0;748.0;100.0;Apartamento
Apartamento;Copacabana;2;0;1;218;18000.0;1350.0;3000.0;82.57;Apartamento
Apartamento;Ipanema;4;4;2;450;30000.0;13000.0;1200.0;66.67;Apartamento
Apartamento;São Conrado;3;3;2;400;15000.0;10000.0;2200.0;37.5;Apartamento
Apartamento;Barra da Tijuca;4;4;4;436;15000.0;4800.0;0.0;34.4;Apartamento
Apartamento;Ipanema;5;2;3;280;15000.0;1980.0;600.0;53.57;Apartamento
Apartamento;Barra da Tijuca;4;2;2;400;12000.0;2608.0;584.0;30.0;Apartamento
Apartamento;Copacabana;5;1;2;340;18000.0;2100.0;900.0;52.94;Apartamento
Apartamento;Ipanema;4;3;3;224;13000.0;3466.0;1285.0;58.04;Apartamento
Apartamento;Leblon;4;3;3;510;25000.0;4800.0;2400.0;49.02;Apartamento
Apartamento;Barra da Tijuca;4;4;4;333;14000.0;2800.0;1200.0;42.04;Apartamento
Apartamento;Arpoador;3;3;2;380;30000.0;9600.0;2000.0;78.95;Apartamento
Apartamento;Barra da Tijuca;4;3;3;293;12000.0;4200.0;0.0;40.96;Apartamento
Apartamento;Barra da Tijuca;4;3;4;429;20000.0;4604.0;9505.0;46.62;Apartamento
Apartamento;Ipanema;3;2;2;170;12000.0;1550.0;616.0;70.59;Apartamento
Apartamento;Copacabana;3;0;0;180;14000.0;2500.0;0.0;77.78;Apartamento
Apartamento;Barra da Tijuca;4;3;4;294;9999.0;3121.0;640.0;34.01;Apartamento
Apartamento;Ipanema;4;2;1;270;21000.0;2646.0;824.0;77.78;Apartamento
Apartamento;Barra da Tijuca;4;6;4;550;15009.0;4125.0;0.0;27.29;Apartamento
Apartamento;Leblon;3;3;2;240;20000.0;3500.0;690.0;83.33;Apartamento
Apartamento;Barra da Tijuca;4;3;4;400;14000.0;6035.0;0.0;35.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;4;3;360;12000.0;1700.0;0.0;33.33;Apartamento
Apartamento;Leblon;2;2;1;150;10000.0;2270.0;408.0;66.67;Apartamento
Casa;Barra da Tijuca;5;0;5;800;30000.0;2333.0;2899.0;37.5;Casa
Apartamento;Copacabana;4;2;2;389;11800.0;4133.0;11536.0;30.33;Apartamento
Apartamento;Ipanema;2;1;1;243;12000.0;2300.0;0.0;49.38;Apartamento
Apartamento;Barra da Tijuca;3;4;3;366;14000.0;3598.0;1013.0;38.25;Apartamento
Apartamento;Arpoador;3;1;1;180;16887.0;2500.0;613.0;93.82;Apartamento
Apartamento;Leblon;4;3;1;200;15000.0;1280.0;6798.0;75.0;Apartamento
Apartamento;Lagoa;3;1;3;170;10000.0;1200.0;450.0;58.82;Apartamento
Apartamento;Leblon;4;2;2;160;12000.0;2900.0;590.0;75.0;Apartamento
Apartamento;Copacabana;4;1;1;260;13000.0;1000.0;250.0;50.0;Apartamento
Apartamento;Ipanema;3;2;3;230;24000.0;2400.0;950.0;104.35;Apartamento
Apartamento;Copacabana;4;2;1;260;10000.0;1614.0;520.0;38.46;Apartamento
Apartamento;Copacabana;4;2;4;420;25000.0;2000.0;1200.0;59.52;Apartamento
Quitinete;Copacabana;1;0;0;35;2500.0;500.0;40.0;71.43;Apartamento
Apartamento;Barra da Tijuca;4;3;2;330;12000.0;4700.0;1708.0;36.36;Apartamento
Apartamento;Botafogo;3;2;3;164;12500.0;1700.0;300.0;76.22;Apartamento
Apartamento;São Conrado;5;3;5;550;15000.0;11860.0;3633.0;27.27;Apartamento
Apartamento;Ipanema;4;3;2;200;12000.0;1950.0;628.0;60.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;265;12000.0;5500.0;800.0;45.28;Apartamento
Apartamento;Arpoador;3;3;2;370;30000.0;10000.0;0.0;81.08;Apartamento
Apartamento;Copacabana;4;2;2;500;30000.0;3200.0;946.0;60.0;Apartamento
Casa;Laranjeiras;3;0;2;408;29000.0;850.0;6000.0;71.08;Casa
Apartamento;Ipanema;2;0;2;110;12300.0;1500.0;200.0;111.82;Apartamento
Apartamento;Ipanema;4;2;2;350;21000.0;2380.0;525.0;60.0;Apartamento
Apartamento;Ipanema;4;2;2;210;15000.0;4600.0;800.0;71.43;Apartamento
Apartamento;Ipanema;3;2;1;157;12000.0;3300.0;691.0;76.43;Apartamento
Apartamento;Leblon;4;3;1;259;18000.0;3500.0;6547.0;69.5;Apartamento
Apartamento;Ipanema;2;2;0;210;10500.0;1880.0;790.0;50.0;Apartamento
Apartamento;Leblon;3;2;2;180;17000.0;2400.0;800.0;94.44;Apartamento
